trust_1	populism_1	populism_2	populism_3	populism_4	populism_5	age	gender	hhi	hispanic	cov_beh_sum	cons_biowpn	cons_covax	cons_biowpn_dummy	cons_covax_dummy	white	highered	idlg	pid3	pid2	md_radio	md_national	md_broadcast	md_localtv	md_localpap	md_fox	md_con	md_agg	weight	rw_news	ms_news
4	3	4	3	3	1	38	2	2	0	17.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	1.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0	0.68068993	1.0	2.0
4	4	4	1	1	1	31	2	8	0	18.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	4.0	3.0	4.0	1.0	4.0	0.68068993	2.5	3.3333333
4	3	4	3	1	1	65	2	19	0	18.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	2.0	1.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	0.68068993	1.0	3.5
2	3	2	2	3	3	31	2	19	0	6.0	3.0	3.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0316527	3.0	3.0
4	3	3	3	3	2	37	1	3	1	4.0	4.0	4.0	1.0	1.0	0.0	0.0	6.0	2.0	1.0	4.0	2.0	4.0	4.0	2.0	4.0	2.0	1.0	1.8511235	3.0	2.8333333
4	4	4	4	4	4	27	2	2		12.0	4.0	4.0	1.0	1.0	1.0	1.0	7.0	2.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0		4.0	3.0
2	3	4	4	2	3	34	2	10	0	13.0	3.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	4.0	2.0	3.0	1.0	3.0	1.0316527	2.0	2.8333333
3	3	4	3	3	3	63	2	13	0	8.0	2.0	2.0	0.0	0.0	1.0	0.0	6.0	3.0	2.0	3.0	1.0	4.0	4.0	1.0	3.0	1.0	1.0	0.9664874	2.0	2.3333333
4	4	3	1	1	1	33	2	3	0	13.0	3.0	2.0	1.0	0.0	1.0	0.0		1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.6666666
3	3	3	3	3	3	30	2	1	0	3.0	2.0	3.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	1.0316527	2.5	2.8333333
3	1	4	4	2	1	28	1	10	0	15.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0			4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.5
2	3	3	2	2	2	62	1	1	1	10.0	2.0	2.0	0.0	0.0	0.0	0.0	6.0	2.0	1.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.8511235	2.0	2.3333333
4	4	4	4	3	2	34	2	5	0	19.0	1.0	2.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	3.0	4.0	3.0	1.0	3.0	2.0	4.0	1.0316527	2.5	2.6666667
4	3	3	4	3	3	44	2	21	0	17.0	3.0	2.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	4.0	2.0	3.0	4.0	3.0	4.0	3.0	3.0	0.68068993	3.5	3.1666667
4	4	3	4	2	1	48	2	1	0	10.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	4.0	1.0	1.0	1.0	2.0	0.68068993	1.0	2.5
4	3	4	1	4	2	43	1	6	0	9.0	4.0	1.0	1.0	0.0	1.0	1.0	7.0	3.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	0.68068993	4.0	3.5
4	3	2	3	2	1	40	1	19	0	16.0	1.0	1.0	0.0	0.0	0.0	1.0	5.0	3.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0316527	1.0	1.8333334
3	3	3	3	2	3	24	2	1	0	6.0	1.0	3.0	0.0	1.0	1.0	0.0	7.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.1666666
3	3	4	4	2	1	47	2	2		15.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0		3.0	2.8333333
3	3	4	3	4	3	25	1	16	0	6.0	2.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	0.68068993	4.0	3.8333333
4	3	3	2	2	2	24	2	4	0	9.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	1.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	0.68068993	3.0	3.0
1	1	1	1	1	1	23	2	5	0	2.0	1.0	1.0	0.0	0.0	1.0	0.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.0
2	3	2	2	2	2	33	2	1	1	2.0	2.0	3.0	0.0	1.0	0.0	0.0	4.0	1.0	1.0	2.0	1.0	2.0	3.0	1.0	2.0	1.0	1.0	1.8511235	1.5	1.6666666
3	3	3	3	4	2	34	2	1	0	6.0	4.0	2.0	1.0	0.0	1.0	0.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	3.0	4.0	1.0	1.0	0.9664874	2.5	3.0
2	3	3	2	4	3	62	2	1	0	5.0	4.0	3.0	1.0	1.0	0.0	1.0	4.0	1.0	1.0	2.0	3.0	2.0	4.0	3.0	3.0	3.0	3.0	1.0316527	3.0	2.8333333
1	1	1	3	2	3	32	1	13	0	1.0	2.0	3.0	0.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.3333334
3	3	3	4	3	4	35	1	1	0	7.0	3.0	3.0	1.0	1.0	0.0	0.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	3.0	3.0	3.0	1.4648074	3.0	2.6666667
3	4	4	2	2	2	28	2	11	0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	4.0	2.0	1.0	3.0	1.0	2.0	3.0	1.0	2.0	4.0	3.0	1.0316527	3.0	2.1666667
2	2	2	2	2	2	41	2	19	0	11.0	2.0	2.0	0.0	0.0	1.0	1.0				1.0	1.0	2.0	1.0	1.0	3.0	1.0	3.0	0.68068993	2.0	1.5
4	3	4	3	4	2	71	1	11	0	6.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	2.0	1.0	1.0	3.0	4.0	4.0	1.0	4.0	1.0	1.0	0.9664874	2.5	2.3333333
4	4	4	4	4	4	30	2	3	0	4.0	3.0	3.0	1.0	1.0	1.0	0.0	4.0	3.0	2.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	0.9664874	3.0	3.3333333
3	4	4	4	4	4	39	1	5		7.0	3.0	3.0	1.0	1.0		1.0	4.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0		2.0	1.6666666
4	4	4	4	4	3	49	1	20	0	3.0	4.0	3.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	0.68068993	3.5	4.0
3	2	4	2	1	1	20	2	1	0	12.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0	2.0	3.0	4.0	3.0	4.0	2.0	3.0	4.0	0.9664874	2.5	3.3333333
3	3	3	2	3	2	48	2	12	0	4.0	4.0	2.0	1.0	0.0	1.0	0.0	4.0	3.0	2.0	4.0	3.0	3.0	4.0	4.0	4.0	3.0	2.0	0.9664874	3.5	3.3333333
4	3	3	2	3	2	43	2	14	0	17.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	3.0	1.0	3.0	3.0	2.0	1.0	1.0	1.0	0.9664874	1.0	2.1666667
4	2	3	3	2	2	69	1	1	0	14.0	2.0	1.0	0.0	0.0	1.0	0.0				3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.3333334
3	1	1	1	1	1	40	2	7	0	4.0	1.0	1.0	0.0	0.0	0.0	0.0		2.0	2.0	4.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	1.4648074	2.5	3.0
3	3	3	4	3	4	19	2	11	0	11.0	3.0	3.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	3.0	2.0	3.0	1.0	2.0	1.4648074	2.0	2.1666667
3	3	3	3	3	3	22	2	14	0	3.0	3.0	3.0	1.0	1.0	0.0	0.0	6.0	3.0	2.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	4.0	1.4648074	3.0	3.3333333
4	4	4	4	4	4	29	1	9	0	3.0	4.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	1.4648074	4.0	3.6666667
3	2	2	2	2	2	18	2	9	0	5.0	4.0	4.0	1.0	1.0	1.0	1.0	5.0	2.0	1.0	3.0	3.0	4.0	4.0	4.0	3.0	1.0	2.0	0.68068993	2.0	3.3333333
4	4	4	2	1	1	35	1	6	0	4.0	1.0	1.0	0.0	0.0	0.0	1.0	6.0	1.0	1.0	4.0	4.0	3.0	4.0	3.0	1.0	1.0	4.0	1.0316527	1.0	3.6666667
3	3	4	3	3	3	24	2	19	0	1.0	4.0	4.0	1.0	1.0	0.0	1.0	5.0	3.0	2.0	3.0	4.0	4.0	2.0	4.0	3.0	3.0	3.0	1.0316527	3.0	3.3333333
4	4	4	2	3	1	41	2	9	1	15.0	3.0	1.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	3.0	3.0	4.0	4.0	1.0	4.0	1.0	4.0	1.8511235	2.5	3.1666667
3	3	4	3	3	3	19	2	1	0	11.0	4.0	4.0	1.0	1.0	1.0	0.0	3.0	2.0	1.0	3.0	1.0	3.0	3.0	1.0	2.0	2.0	3.0	0.9664874	2.0	2.3333333
4	4	4	4	3	4	39	1	15	0	8.0	4.0	4.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	0.68068993	3.5	4.0
3	3	3	3	2	1	34	2	12	0	8.0	2.0	3.0	0.0	1.0	1.0	0.0	4.0	2.0	1.0	3.0	2.0	3.0	4.0	4.0	3.0	2.0	2.0	0.9664874	2.5	3.0
2	2	3	2	1	3	26	1	20	1	3.0	3.0	4.0	1.0	1.0	1.0	0.0	6.0	3.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	2.0	1.0	1.2213807	2.0	2.3333333
4	4	2	1	1	1	24	2	1	0	6.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	3.0	4.0	4.0	1.0	1.0	1.0	4.0	1.4648074	1.0	2.8333333
4	4	3	4	3	3	30	2	7	0	12.0	3.0	3.0	1.0	1.0	1.0	0.0	5.0	3.0	2.0	3.0	3.0	3.0	4.0	3.0	3.0	1.0	3.0	0.9664874	2.0	3.1666667
4	4	3	3	4	4	34	2	1	0	5.0	4.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	1.4648074	4.0	3.8333333
4	3	3	4	3	1	30	1	10	0	9.0	2.0	3.0	0.0	1.0	1.0	1.0	7.0	3.0	2.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	2.0	0.68068993	3.5	3.1666667
3	3	3	3	3	3	22	2	5	0	3.0	3.0	3.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	3.0	3.0	4.0	4.0	1.0	3.0	1.0	3.0	1.4648074	2.0	3.0
4	3	3	4	2	1	30	2	4	0	17.0	3.0	3.0	1.0	1.0	1.0	0.0	4.0	3.0	2.0	4.0	3.0	4.0	4.0	2.0	4.0	3.0	3.0	0.9664874	3.5	3.3333333
4	4	4	4	4	4	26	2	1	1	15.0	4.0	4.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	1.8511235	3.5	4.0
4	4	4	3	1	1	28	2	7	1	17.0	2.0	1.0	0.0	0.0	0.0	1.0	4.0	2.0	1.0	4.0	4.0	4.0	4.0	3.0	1.0	1.0	3.0	1.3037325	1.0	3.6666667
4	4	4	4	3	2	30	1	3	1	19.0	3.0	2.0	1.0	0.0	1.0	0.0	4.0	1.0	1.0	2.0	3.0	3.0	4.0	3.0	2.0	4.0	4.0	1.2213807	3.0	3.1666667
3	4	3	3	2	2	19	2	2	0	15.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0	4.0	2.0	1.0	3.0	1.0	1.0	3.0	0.9664874	1.0	2.6666667
3	3	3	2	3	3	19	1	1	0	14.0	2.0	3.0	0.0	1.0	0.0	0.0	4.0	2.0	1.0	2.0	3.0	2.0	3.0	2.0	2.0	1.0	2.0	1.4648074	1.5	2.3333333
3	4	1	4	4	4	40	1	6	0	5.0	4.0	2.0	1.0	0.0	1.0	0.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	2.0	3.0	0.9664874	3.0	3.5
4	4	4	4	4	4	40	1	21	0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	0.68068993	4.0	4.0
3	3	2	2	2	3	50	1	1	0	8.0	2.0	3.0	0.0	1.0	1.0	0.0		1.0	1.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	0.9664874	2.5	2.5
3	3	3	4	4	4	37	1	9	0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	3.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	0.68068993	4.0	3.3333333
4	4	3	4	3	4	50	1	23	0	1.0	4.0	3.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	4.0	3.0	4.0	3.0	4.0	3.0	3.0	3.0	0.68068993	3.0	3.5
4	3	2	2	3	3	27	2	9	1	21.0	2.0	3.0	0.0	1.0	0.0	0.0	4.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	1.8511235	4.0	3.8333333
4	4	3	4	3	4	34	1	19	0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	4.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	0.68068993	3.0	3.5
4	4	2	3	1	1	37	2	19	0	17.0	2.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0	0.68068993	3.0	3.6666667
4	4	4	3	4	2	43	1	20	1	2.0	4.0	1.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	1.0	2.0	4.0	4.0	1.0	4.0	1.0	3.0	1.8511235	2.5	2.5
4	4	4	2	1	1	39	2	17	0	15.0	4.0	4.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	0.68068993	4.0	4.0
3	3	3	3	3	3	61	2	3	0	15.0	3.0	3.0	1.0	1.0	1.0	0.0	4.0			2.0	1.0	3.0	4.0	1.0	1.0	1.0	2.0	0.9664874	1.0	2.1666667
4	4	4	2	2	1	49	1	9	0	21.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	4.0	1.0316527	1.0	4.0
3	3	3	4	3	2	55	1	8	0	16.0	2.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	2.0
4	4	4	4	1	1	34	2	2	0	20.0	3.0	1.0	1.0	0.0	0.0	0.0	4.0	3.0	2.0	4.0	3.0	3.0	4.0	4.0	3.0	3.0	4.0	1.4648074	3.0	3.6666667
4	3	3	2	3	2	31	2	18	0	19.0	3.0	2.0	1.0	0.0	1.0	0.0	4.0	1.0	1.0	1.0	4.0	4.0	2.0	2.0	2.0	1.0	4.0	0.9664874	1.5	2.8333333
3	3	4	4	3	2	40	2	4	0	13.0	2.0	2.0	0.0	0.0	1.0	1.0	4.0	2.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	3.0	0.68068993	1.0	1.8333334
4	3	4	2	1	1	40	1	21	0	21.0	4.0	4.0	1.0	1.0	1.0	1.0		3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	0.68068993	4.0	4.0
2	3	3	3	2	3	19	1	1	0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	3.0	1.0	1.0	2.0	3.0	4.0	3.0	2.0	4.0	4.0	3.0	1.4648074	4.0	2.8333333
2	2	2	2	3	3	40	1	5	0	5.0	3.0	2.0	1.0	0.0	0.0	1.0	3.0	2.0	1.0	2.0	3.0	3.0	2.0	1.0	2.0	1.0	3.0	1.0316527	1.5	2.3333333
3	2	4	2	3	1	48	1	14	0	7.0	2.0	1.0	0.0	0.0	1.0	1.0	5.0	3.0	2.0	1.0	2.0	3.0	2.0	2.0	4.0	3.0	1.0	0.68068993	3.5	1.8333334
3	2	3	3	3	2	50	1	1	0	13.0	1.0	1.0	0.0	0.0	1.0	1.0		2.0	2.0	1.0	3.0	1.0	1.0	4.0	1.0	1.0	3.0	0.68068993	1.0	2.1666667
3	3	2	3	2	4	21	1	8	0	7.0	1.0	3.0	0.0	1.0	0.0	0.0	6.0	1.0	1.0	3.0	2.0	2.0	4.0	3.0	2.0	2.0	3.0	1.4648074	2.0	2.8333333
4	1	4	1	1	1	54	2	4	0	20.0	4.0	1.0	1.0	0.0	1.0	1.0	7.0	3.0	2.0	1.0	1.0	1.0	4.0	1.0	4.0	1.0	1.0	0.68068993	2.5	1.5
4	2	3	3	2	2	35	1	3	0	6.0	1.0	3.0	0.0	1.0	1.0	0.0	6.0	3.0	2.0	4.0	2.0	4.0	4.0	3.0	4.0	3.0	3.0	0.9664874	3.5	3.3333333
4	4	3	3	1	1	32	2	4	0	12.0	4.0	4.0	1.0	1.0	0.0	0.0		3.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	1.0	1.0	1.4648074	2.0	2.0
4	3	4	4	2	1	41	2	3	1	4.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	2.0	1.0	3.0	3.0	1.0	1.0	2.0	1.0	2.0	1.0	1.2213807	1.5	1.8333334
3	2	2	2	3	2	20	2	1	0	6.0	2.0	2.0	0.0	0.0	1.0	0.0		2.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.3333334
4	3	3	1	1	2	39	1	10	1	16.0	3.0	3.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	1.0	1.0	4.0	4.0	2.0	1.0	1.0	2.0	1.8511235	1.0	2.3333333
2	2	2	1	4	4	38	1	4	0	14.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	4.0	0.68068993	2.0	3.1666667
2	3	3	3	3	3	23	2	1	1	4.0	4.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0	1.3037325	4.0	3.6666667
4	4	4	4	4	4	50	2	1	0	1.0	4.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	0.9664874	3.5	4.0
4	4	4	2	1	2	20	2	6	0	15.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0	1.0	4.0	4.0	3.0	2.0	3.0	1.0	1.0	0.9664874	2.0	2.5
3	3	3	2	3	2	60	2	1	0	5.0	2.0	3.0	0.0	1.0	1.0	0.0	5.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.9664874	2.0	1.8333334
4	3	3	2	2	3	21	2	1	0	15.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	2.0	4.0	1.0	1.0	1.0	4.0	0.68068993	1.0	2.8333333
4	4	4	4	1	2	24	2	3	0	17.0	4.0	4.0	1.0	1.0	1.0	0.0		2.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.0
2	2	3	2	2	3	27	1	3	0	3.0	3.0	3.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	3.0	2.0	3.0	2.0	2.0	1.0	2.0	4.0	1.0316527	1.5	2.6666667
3	2	3	3	1	3	21	2	1	0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	3.0	2.0	3.0	4.0	2.0	2.0	2.0	2.0	0.9664874	2.0	2.6666667
3	3	3	3	4	2	61	1	3	1	4.0	4.0	3.0	1.0	1.0	0.0	0.0	5.0	3.0	2.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	3.0	1.8511235	4.0	2.8333333
4	4	4	4	4	4	23	2	3	0	2.0	4.0	4.0	1.0	1.0	1.0	0.0	7.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	0.9664874	4.0	4.0
4	4	3	3	3	3	27	1	17	1	15.0	4.0	3.0	1.0	1.0	0.0	1.0	5.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	1.3037325	3.5	4.0
3	4	2	1	1	3	58	2	2	0	13.0	2.0	2.0	0.0	0.0		1.0	4.0	1.0	1.0	3.0	1.0	4.0	4.0	3.0	1.0	1.0	1.0		1.0	2.6666667
3	2	3	2	3	3	28	2	10	0	11.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	2.0	1.0	3.0	3.0	2.0	2.0	4.0	2.0	2.0	2.0	0.68068993	2.0	2.6666667
1	3	4	4	3	3	20	1	14	0	10.0	3.0	3.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	4.0	4.0	3.0	2.0	3.0	1.0316527	2.5	3.0
3	3	3	2	3	3	50	2	9	0	16.0	4.0	3.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	3.0	3.0	2.0	0.68068993	3.0	2.3333333
2	3	3	4	4	2	31	2	6	0	4.0	4.0	3.0	1.0	1.0	1.0	0.0	7.0	3.0	2.0	3.0	1.0	3.0	3.0	3.0	2.0	2.0	2.0	0.9664874	2.0	2.5
3	3	3	2	1	2	45	1	21	0	13.0	3.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	3.0	4.0	4.0	4.0		2.0	1.0	3.0	1.0316527	1.5	3.6
2	3	3	4	3	3	46	2	1	1	1.0	3.0	2.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.8511235	1.5	1.5
4	3	4	3	4	2	37	2	13	0	6.0	3.0	1.0	1.0	0.0	1.0	1.0	5.0	1.0	1.0	2.0	1.0	3.0	3.0	3.0	2.0	1.0	1.0	0.68068993	1.5	2.1666667
4	3	4	3	2	2	72	2	14	0	18.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	3.0	2.0	1.0	1.0	4.0	4.0	1.0	2.0	1.0	4.0	0.9664874	1.5	2.5
2	4	4	4	4	2	53	1	24	0	16.0	2.0	1.0	0.0	0.0	1.0	1.0	6.0	3.0	2.0	3.0	1.0	3.0	3.0	1.0	3.0	1.0	3.0	0.68068993	2.0	2.3333333
3	4	4	4	2	3	24	2	1	1	9.0	2.0	4.0	0.0	1.0	0.0	0.0	3.0	1.0	1.0	1.0	3.0	3.0	4.0	2.0	2.0	1.0	2.0	1.8511235	1.5	2.5
4	4	3	2	4	4	32	1	3	0	16.0	4.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	4.0	3.0	3.0	3.0	4.0	4.0	1.4648074	3.5	2.8333333
4	4	4	4	3	1	41	1	9	0	17.0	1.0	4.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	4.0	2.0	4.0	4.0	2.0	1.0	1.0	1.0	0.9664874	1.0	2.8333333
3	4	3	1	3	3	45	2	5	0	3.0	3.0	4.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	3.0	3.0	4.0	4.0	2.0	2.0	2.0	3.0	1.4648074	2.0	3.1666667
4	2	2	2	2	2	63	1	14	0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	6.0	3.0	2.0	2.0	2.0	4.0	4.0	2.0	1.0	1.0	1.0	0.68068993	1.0	2.5
3	3	3	3	2	2	20	1	21	0	8.0	2.0	2.0	0.0	0.0	1.0	1.0	3.0	2.0	1.0	3.0	4.0	3.0	3.0	2.0	3.0	4.0	3.0	0.68068993	3.5	3.0
4	3	3	3	3	3	53	2	12	0	16.0	2.0	2.0	0.0	0.0	1.0	0.0	6.0	2.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	2.0
2	2	3	3	3	3	36	1	3	0	3.0	3.0	3.0	1.0	1.0	1.0	0.0	4.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	2.0	3.0	0.9664874	2.0	2.6666667
3	3	4	3	3	2	54	1	8	0	18.0	4.0	4.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	3.0	2.0	2.0	1.0	1.0	2.0	0.68068993	1.0	2.0
4	2	4	4	3	1	43	1	8	1	18.0	1.0	1.0	0.0	0.0	1.0	1.0	7.0	3.0	2.0	1.0	1.0	3.0	4.0	4.0	4.0	1.0	1.0	0.8602093	2.5	2.3333333
4	3	3	1	3	1	27	1	1	0	9.0	1.0	1.0	0.0	0.0	1.0	1.0				2.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	0.68068993	3.0	2.5
4	3	4	3	3	3	66	2	7	0	13.0	2.0	2.0	0.0	0.0	1.0	1.0	5.0	3.0	2.0	4.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0	0.68068993	1.5	2.0
3	4	4	3	3	3	31	1	11	1	4.0	3.0	3.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	0.8602093	2.5	3.0
3	3	3	2	3	4	27	1	3	0	1.0	3.0	3.0	1.0	1.0	0.0	1.0	5.0	2.0	2.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	1.0316527	2.5	2.8333333
3	3	2	2	2	1	29	1	13	0	2.0	2.0	2.0	0.0	0.0		0.0	4.0	2.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0		1.0	1.6666666
2	3	3	2	3	3	48	2	10	0	7.0	2.0	3.0	0.0	1.0	0.0	1.0		2.0	1.0	4.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0316527	1.0	1.6666666
4	3	4	3	4	4	43	1	22	0	9.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	4.0	0.68068993	3.0	3.6666667
4	3	3	2	3	3	31	1	11	0	9.0	3.0	3.0	1.0	1.0	0.0	1.0	4.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	1.0	1.0316527	3.5	2.6666667
4	3	4	4	3	3	35	1	16	0	10.0	4.0	4.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	4.0	1.4648074	3.5	3.5
3	3	2	3	2	3	39	1	1	0	1.0	3.0	2.0	1.0	0.0	1.0	0.0	4.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	4.0	3.0	0.9664874	3.0	2.6666667
