trust_1	populism_1	populism_2	populism_3	populism_4	populism_5	age	gender	hhi	hispanic	cov_beh_sum	cons_biowpn	cons_covax	cons_biowpn_dummy	cons_covax_dummy	white	highered	idlg	pid3	pid2	md_radio	md_national	md_broadcast	md_localtv	md_localpap	md_fox	md_con	md_agg	weight	rw_news	ms_news
3	3	2	3	2	3	19	2	16	0	4.0	3.0	4.0	1.0	1.0	1.0	0.0	3.0	2.0	1.0	3.0	2.0	3.0	3.0	1.0	3.0	3.0	4.0	0.9664874	3.0	2.6666667
4	2	3	1	1	1	47	1	1	0	16.0	1.0	1.0	0.0	0.0	0.0	1.0	4.0	1.0	1.0	3.0	3.0	4.0	4.0	3.0	3.0	1.0	3.0	1.0316527	2.0	3.3333333
4	1	4	2	3	3	56	1	2	0	9.0	2.0	1.0	0.0	0.0	1.0	1.0	6.0	3.0	2.0	1.0	1.0	2.0	4.0	1.0	2.0	1.0	1.0	0.68068993	1.5	1.6666666
4	3	4	3	4	1	53	1	13	0	14.0	4.0	2.0	1.0	0.0	1.0	0.0	7.0	3.0	2.0	3.0	2.0	2.0	2.0	1.0	4.0	1.0	1.0	0.9664874	2.5	1.8333334
2	3	3	3	3	3	47	1	12	0	14.0	3.0	3.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	2.0	2.0	3.0	4.0	4.0	3.0	2.0	2.0	1.4648074	2.5	2.8333333
3	4	4	4	3	2	25	2	4	0	14.0	2.0	3.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	3.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0316527	1.0	1.6666666
4	3	2	3	2	3	46	2	14	0	19.0	3.0	1.0	1.0	0.0	1.0	0.0	4.0	1.0	1.0	2.0	2.0	3.0	3.0	1.0	3.0	1.0	3.0	0.9664874	2.0	2.3333333
3	4	4	3	3	3	54	1	6	1	21.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	0.8602093	3.5	3.6666667
2	2	3	2	3	1	35	2	1	0	8.0	2.0	1.0	0.0	0.0	1.0	1.0	6.0	3.0	2.0	3.0	3.0	4.0	4.0	2.0	4.0	3.0	3.0	0.68068993	3.5	3.1666667
3	3	3	1	2	3	57	2	6	0	13.0	1.0	1.0	0.0	0.0	1.0	0.0	7.0	3.0	2.0	3.0	1.0	1.0	1.0	1.0	3.0	4.0	1.0	0.9664874	3.5	1.3333334
3	2	4	2	1	1	67	1	12	0	12.0	1.0	2.0	0.0	0.0	1.0	1.0	6.0	2.0	2.0	3.0	1.0	4.0	4.0	3.0	2.0	1.0	3.0	0.68068993	1.5	3.0
3	3	4	3	3	2	61	1	5	0	13.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	2.0	0.9664874	2.0	2.8333333
4	4	3	4	3	4	23	1	6	1	15.0	4.0	4.0	1.0	1.0		0.0	6.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0		3.0	3.8333333
4	4	3	4	2	3	63	1	14	0	9.0	2.0	2.0	0.0	0.0	1.0	1.0	4.0	2.0	1.0	3.0	2.0	2.0	4.0	4.0	1.0	1.0	4.0	0.68068993	1.0	3.1666667
3	3	4	3	3	2	54	1	5	0	17.0	3.0	3.0	1.0	1.0	0.0	1.0	4.0	2.0	1.0	1.0	2.0	4.0	4.0	3.0	3.0	1.0	3.0	1.0316527	2.0	2.8333333
4	4	4	4	4	4	31	1	21	0	21.0	4.0	4.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	3.0	4.0	2.0	0.68068993	3.5	2.0
1	4	4	1	4	4	50	2	7	0	18.0	4.0	4.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	1.0	1.0	4.0	3.0	4.0	1.0	1.0	1.0	0.68068993	1.0	2.3333333
4	1	2	1	1	1	18	2	1	1	20.0	4.0	2.0	1.0	0.0	1.0	0.0	6.0	3.0	2.0	1.0	4.0	4.0	2.0	1.0	4.0	1.0	4.0	1.2213807	2.5	2.6666667
1	4	3	4	3	3	20	2	5	1	1.0	3.0	2.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.3037325	1.0	1.0
4	3	3	3	2	2	57	2	6	0	16.0	3.0	2.0	1.0	0.0	1.0	0.0	6.0	3.0	2.0	3.0	1.0	3.0	4.0	1.0	3.0	4.0	2.0	0.9664874	3.5	2.3333333
3	3	3	3	2	2	69	2	19	0	19.0	3.0	2.0	1.0	0.0	1.0	0.0		2.0	2.0	1.0	1.0	1.0	3.0	1.0	3.0	1.0	1.0	0.9664874	2.0	1.3333334
3	3	4	1	3	2	57	2	1	0	12.0	2.0	1.0	0.0	0.0	1.0	0.0	6.0	2.0	2.0	4.0	3.0	2.0	2.0	2.0	2.0	4.0	1.0	0.9664874	3.0	2.3333333
4	4	4	4	4	4	41	1	1	0	7.0	4.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	0.9664874	3.5	4.0
3	2	3	3	3	3	81	1	8	0	11.0	3.0	2.0	1.0	0.0	1.0	0.0	5.0	2.0	1.0	1.0	1.0	4.0	4.0	4.0	1.0	1.0	1.0	0.9664874	1.0	2.5
4	4	4	4	2	2	80	1	10	0	8.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	1.0	1.0	3.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.8333334
4	3	3	3	3	3	28	1	1	0	21.0	4.0	3.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	4.0	3.0	2.0	3.0	1.0	3.0	1.4648074	2.0	2.3333333
3	3	4	3	3	1	63	2		0	13.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	2.0	2.0	1.0	2.0	4.0	4.0	1.0	3.0	1.0	2.0	0.9664874	2.0	2.3333333
4	4	2	2	2	3	19	2	3	0	2.0	3.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	3.0	3.0	4.0	4.0	2.0	3.0	3.0	3.0	1.4648074	3.0	3.1666667
4	4	4	3	4	1	70	1	14	1	17.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	3.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	1.8511235	1.0	2.3333333
1	1	1	1	1	1	32	2	1	0	9.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0			1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.4648074	1.0	1.1666666
3	2	3	2	2	3	76	1	8	0	6.0	1.0	1.0	0.0	0.0	1.0	1.0	7.0	3.0	2.0	2.0	3.0	1.0	1.0	3.0	1.0	1.0	1.0	0.68068993	1.0	1.8333334
4	4	4	4	4	4	63	1	1	0	20.0	4.0	4.0	1.0	1.0	1.0	0.0	4.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.5
4	3	4	3	2	1	72	1	9	0	11.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	4.0	4.0	4.0	1.0	1.0	1.0	0.68068993	1.0	2.5
4	3	3	2	4	1	35	2	3	0	2.0	2.0	3.0	0.0	1.0	0.0	1.0	5.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0	1.0316527	3.5	3.3333333
2	3	3	4	3	4	60	2	16	0	12.0	4.0	2.0	1.0	0.0	1.0	0.0	4.0	3.0	2.0	1.0	1.0	4.0	1.0	1.0	4.0	1.0	1.0	0.9664874	2.5	1.5
4	3	2	3	3	3	41	1	22	0	11.0	2.0	3.0	0.0	1.0	1.0	1.0	5.0	1.0	1.0	4.0	3.0	2.0	3.0	4.0	4.0	2.0	3.0	0.68068993	3.0	3.1666667
3	3	3	2	3	2	41	2	1	0	6.0	1.0	2.0	0.0	0.0	1.0	0.0	4.0	3.0	2.0	3.0	1.0	1.0	4.0	1.0	1.0	1.0	2.0	0.9664874	1.0	2.0
3	3	3	3	4	4	50	1	3	0	3.0	4.0	4.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	4.0	0.68068993	3.5	3.6666667
2	3	4	3	3	2	33	2	8	0	16.0	3.0	4.0	1.0	1.0	1.0	0.0	4.0	2.0	2.0	1.0	4.0	4.0	4.0	2.0	3.0	3.0	4.0	0.9664874	3.0	3.1666667
4	2	1	2	2	2	31	2	15	0	11.0	1.0	2.0	0.0	0.0	0.0	1.0		1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0316527	2.0	2.0
3	4	4	4	2	1	38	2	6	0	10.0	3.0	3.0	1.0	1.0	0.0	0.0	3.0	2.0	1.0	2.0	3.0	2.0	3.0	3.0	1.0	1.0	2.0	1.4648074	1.0	2.5
4	3	3	3	1	1	48	1	5		18.0	3.0	3.0	1.0	1.0	0.0	1.0	4.0	2.0	1.0	2.0	3.0	4.0	4.0	2.0	4.0	3.0	3.0		3.5	3.0
4	3	3	3	2	2	68	2	6	0	12.0	2.0	1.0	0.0	0.0	1.0	1.0	7.0	3.0	2.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	2.0	0.68068993	1.0	2.1666667
3	3	2	4	3	3	20	2	5	0	12.0	2.0	1.0	0.0	0.0	0.0	1.0	6.0	3.0	2.0	1.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	1.0316527	2.5	2.6666667
4	3	3	2	2	4	19	1	21	0	1.0	4.0	3.0	1.0	1.0	0.0	1.0	6.0	1.0	1.0	3.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	1.0316527	4.0	3.3333333
1	4	2	4	2	2	26	1	1	0	15.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	0.68068993	1.5	1.1666666
3	3	4	3	1	1	66	1	3	0	8.0	3.0	2.0	1.0	0.0	1.0	1.0	4.0	3.0	2.0	1.0	2.0	4.0	4.0	4.0	3.0	2.0	1.0	0.68068993	2.5	2.6666667
3	3	3	4	3	3	62	1	10	0	11.0	1.0	1.0	0.0	0.0	1.0	0.0		2.0	1.0	3.0	3.0	3.0	4.0	3.0	2.0	1.0	1.0	0.9664874	1.5	2.8333333
4	2	1	1	1	2	51	2	20	0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	7.0	3.0	2.0	1.0	1.0	3.0	4.0	4.0	1.0	1.0	1.0	0.9664874	1.0	2.3333333
4	4	4	3	3	4	26	1	20	0	3.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	0.68068993	3.5	3.8333333
4	4	4	4	4	4	28	1	1	0	1.0	4.0	4.0	1.0	1.0	0.0	0.0	1.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.4648074	4.0	4.0
3	2	2	3	3	2	40	2	14	0	10.0	2.0	2.0	0.0	0.0	1.0	1.0	4.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.0
3	3	3	3	3	3	33	1	3	0	1.0	3.0	4.0	1.0	1.0	1.0	0.0	7.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.9664874	3.0	3.0
3	3	3	3	3	3	33	2	1	0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	4.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	0.68068993	1.0	2.1666667
3	3	3	2	3	3	22	1	1	0	21.0	3.0	2.0	1.0	0.0	0.0	0.0				1.0	3.0	4.0	3.0	1.0	1.0	1.0	4.0	1.4648074	1.0	2.6666667
3	3	4	1	2	3	34	1	10	0	3.0	4.0	2.0	1.0	0.0	1.0	1.0	7.0	3.0	2.0	3.0	1.0	4.0	3.0	1.0	4.0	1.0	3.0	0.68068993	2.5	2.5
4	3	3	3	2	2	28	2	6	0	16.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	2.0	1.0	4.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	1.0316527	1.0	3.1666667
4	2	4	2	2	1	69	2	4	0	9.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	0.68068993	1.0	3.1666667
3	3	4	4	3	3	30	1	1	0	12.0	4.0	3.0	1.0	1.0	1.0	0.0	5.0	3.0	2.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	0.9664874	3.5	3.5
4	3	3	3	2	2	41	2	4	1	3.0	3.0	3.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	3.0	2.0	4.0	4.0	1.0	3.0	4.0	3.0	1.3037325	3.5	2.8333333
2	1	1	1	3	1	24	2	1	0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	6.0	2.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.4648074	4.0	4.0
2	1	1	1	1	1	31	1	13	0	11.0	2.0	2.0	0.0	0.0	1.0	0.0	7.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	0.9664874	2.0	1.8333334
3	3	4	4	3	1	65	1	14	0	7.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.0
4	3	4	3	3	3	44	2	13	0	19.0	3.0	1.0	1.0	0.0		1.0	7.0	3.0	2.0	3.0	1.0	3.0	4.0	1.0	1.0	3.0	1.0		2.0	2.1666667
3	2	4	3	2	3	22	1	1	0	17.0	3.0	4.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	4.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	1.4648074	2.5	3.0
4	2	1	4	4	4	29	2	14	1	18.0	4.0	4.0	1.0	1.0	1.0	0.0	3.0	1.0	1.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0	1.2213807	4.0	3.5
3	2	2	3	2	3	47	1	19	0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	0.68068993	3.0	3.1666667
4	4	3	3	3	3	65	2		0	12.0	3.0	4.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	1.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	0.68068993	4.0	2.8333333
4	3	4	2	3	1	60	1	21	0	16.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	4.0	3.0	3.0	1.0	1.0	1.0	0.9664874	1.0	2.3333333
3	3	2	3	3	3	54	1	9	0	12.0	3.0	2.0	1.0	0.0	1.0	0.0	6.0	2.0	2.0	3.0	1.0	3.0	3.0	1.0	3.0	1.0	3.0	0.9664874	2.0	2.3333333
3	2	2	2	2	2	25	2	1	0	10.0	2.0	2.0	0.0	0.0	1.0	0.0				2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	0.9664874	2.0	2.1666667
3	1	1	3	1	1	27	1	9	1	14.0	2.0	3.0	0.0	1.0	0.0	1.0	4.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0	3.0	1.3037325	2.5	2.3333333
2	2	4	1	3	3	27	1	2		1.0	2.0	3.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	2.0	1.0	2.0	3.0	3.0	3.0	4.0	2.0		3.5	2.1666667
3	3	3	2	3	2	60	2	5	0	12.0	3.0	3.0	1.0	1.0	1.0	0.0	4.0	3.0	2.0	2.0	1.0	1.0	3.0	1.0	4.0	1.0	1.0	0.9664874	2.5	1.5
4	4	4	4	4	3	40	1	22	0	6.0	4.0	4.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	4.0	4.0	4.0	3.0	3.0	4.0	3.0	4.0	0.68068993	3.5	3.6666667
3	2	4	2	4	3	63	2	3	1	6.0	1.0	2.0	0.0	0.0	1.0	1.0	4.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8602093	1.0	1.0
3	1	4	1	3	1	18	2		0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	7.0	3.0	2.0	1.0	1.0	3.0	3.0	1.0	3.0	1.0	1.0	1.4648074	2.0	1.6666666
3	3	3	4	2	2	53	2	6	0	10.0	2.0	4.0	0.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	3.0	1.0	1.0	0.68068993	2.0	1.5
4	3	3	3	1	1	37	2	11	0	15.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	3.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	0.9664874	1.0	2.5
4	1	4	3	1	1	36	2	1	1	2.0	1.0	1.0	0.0	0.0	1.0	0.0				1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.2213807	1.0	1.3333334
3	1	2	2	3	2	41	2	14	0	5.0	4.0	1.0	1.0	0.0	1.0	1.0	4.0	3.0	2.0	3.0	3.0	3.0	4.0	1.0	3.0	1.0	3.0	0.68068993	2.0	2.8333333
3	3	3	3	3	2	37	2	12	0	5.0	3.0	2.0	1.0	0.0	1.0	0.0	5.0	3.0	2.0	1.0	1.0	2.0	3.0	1.0	2.0	1.0	1.0	0.9664874	1.5	1.5
4	3	3	3	3	1	34	1	1	0	13.0	2.0	3.0	0.0	1.0	0.0	0.0	6.0	1.0	1.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	1.4648074	3.0	3.5
3	2	2	4	1	2	31	1	1	0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	3.0	1.0	1.0	4.0	3.0	3.0	4.0	4.0	2.0	2.0	3.0	1.4648074	2.0	3.5
4	3	1	2	2	2	45	2	1	0	1.0	2.0		0.0		0.0	0.0	3.0	1.0	1.0	1.0	1.0	4.0	4.0	2.0	1.0	1.0	1.0	1.4648074	1.0	2.1666667
4	4	4	4	4	3	56	1	1	0	19.0	4.0	4.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	3.0	4.0	4.0	4.0	4.0	1.0	1.0	3.0	1.4648074	1.0	3.6666667
2	4	4	3	2	1	52	2	1	0	12.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0	1.0	2.0	4.0	3.0	3.0	2.0	1.0	1.0	1.0	0.9664874	1.0	2.5
3	3	4	3	2	2	31	2	5	0	12.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	2.0	2.0	1.0	2.0	3.0	4.0	2.0	1.0	1.0	3.0	0.9664874	1.0	2.5
3	3	3	3	3	2	34	1	9	0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	1.0316527	2.5	2.1666667
4	3	3	1	3	2	59	2	12	0	10.0	1.0	1.0	0.0	0.0	1.0	0.0	7.0	3.0	2.0	2.0	1.0	4.0	4.0	2.0	2.0	1.0	1.0	0.9664874	1.5	2.3333333
4	3	4	3	3	4	31	1	20	0	4.0	1.0	1.0	0.0	0.0	1.0	1.0		2.0	2.0	4.0	4.0	4.0		1.0	4.0	3.0	3.0	0.68068993	3.5	3.2
2	2	3	2	1	1	56	2	21	0	10.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	0.68068993	1.0	1.8333334
4	4	4	3	2	1	45	1	2	1	21.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	4.0	3.0	4.0	3.0	2.0	1.0	1.0	1.0	1.8511235	1.0	2.8333333
4	4	4	4	4	4	49	1	1	0	7.0	3.0	3.0	1.0	1.0	0.0	0.0	7.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.4648074	1.0	2.6666667
2	4	4	4	2	2	49	1	16	0	2.0	4.0	3.0	1.0	1.0	1.0	1.0	6.0	3.0	2.0	3.0	3.0	4.0	4.0	2.0	2.0	2.0	1.0	0.68068993	2.0	2.8333333
3	4	4	4	4	4	23	1		0	5.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	0.68068993	3.5	3.0
4	3	3	3	4	2	48	2	1	0	17.0	3.0	2.0	1.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	0.68068993	1.5	1.5
3	4	2	1	3	3	27	2	1	0	13.0	3.0	3.0	1.0	1.0	0.0	1.0	4.0	1.0	1.0	3.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	1.0316527	4.0	3.5
3	3	4	2	3	3	46	2	1	0	15.0	3.0	3.0	1.0	1.0	1.0	0.0	4.0	2.0	2.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.6666666
3	4	3	4	4	3	48	1	3	0	1.0	4.0	2.0	1.0	0.0	1.0	1.0	7.0	3.0	2.0	2.0	1.0	4.0	4.0	1.0	4.0	3.0	1.0	0.68068993	3.5	2.1666667
4	3	3	2	3	3	68	2	4	0	11.0	2.0	1.0	0.0	0.0	1.0	0.0	7.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	0.9664874	4.0	1.0
4	3	4	3	3	2	18	2	1	1	11.0	3.0	2.0	1.0	0.0	1.0	0.0	4.0			2.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	1.2213807	2.0	2.6666667
4	3	4	4	2	1	20	2	5	0	9.0	3.0	2.0	1.0	0.0	1.0	0.0	7.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.0
2	3	1	3	2	4	36	1	5	0	10.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	4.0	3.0	4.0	4.0	1.0	2.0	1.0	2.0	1.4648074	1.5	3.0
2	4	4	3	3	3	73	2	5	0	12.0	3.0	3.0	1.0	1.0	1.0	0.0	3.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0	2.0	1.0	1.0	0.9664874	1.5	3.0
3	4	4	1	4	4	34	1	14	0	3.0	4.0	4.0	1.0	1.0	1.0	0.0	7.0	2.0	2.0	1.0	3.0	1.0	3.0	1.0	4.0	3.0	1.0	0.9664874	3.5	1.6666666
4	3	3	4	3	1	50	2	11	0	9.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	2.0	1.0	3.0	0.9664874	1.5	2.3333333
4	3	4	3	3	2	50	2	3	0	14.0	2.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	3.0	0.9664874	1.0	2.0
3	3	4	2	2	1	39	2	6	1	15.0	3.0	4.0	1.0	1.0	1.0	0.0	4.0	2.0	1.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	3.0	1.2213807	2.0	2.5
4	4	4	4	2	1	18	1	17	1	15.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.8511235	1.5	1.0
3	3	3	3	3	3	23	1	1	0	2.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.3333334
3	2	4	1	2	2	22	1	7	0	7.0	2.0	2.0	0.0	0.0	1.0	0.0	6.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	3.0	2.0	0.9664874	2.5	1.3333334
4	2	2	2	2	2	19	2	1	1	3.0	3.0	3.0	1.0	1.0	1.0	0.0		1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.2213807	3.0	3.0
4	4	3	4	3	3	27	1	13	1	14.0	3.0	4.0	1.0	1.0	1.0	0.0	7.0	3.0	2.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	3.0	1.2213807	4.0	3.5
4	4	4	3	1	1	38	2	6	0	11.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	0.68068993	1.0	2.1666667
4	3	3	2	2	1	73	2	20		12.0	2.0	2.0	0.0	0.0	1.0	1.0	3.0	1.0	1.0	2.0	3.0	2.0	2.0	4.0	1.0	1.0	3.0		1.0	2.6666667
4	3	3	3	3	1	63	1	1	0	16.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	4.0	4.0	4.0	4.0	2.0	4.0	1.0	2.0	0.9664874	2.5	3.3333333
4	3	3	2	1	1	24	1	13	0	20.0	3.0	3.0	1.0	1.0	1.0	0.0	3.0	2.0	1.0	2.0	3.0	4.0	4.0	2.0	4.0	2.0	2.0	0.9664874	3.0	2.8333333
4	3	3	3	3	3	35	2	11	0	19.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	3.0	3.0	3.0	2.0	2.0	1.0	1.0	2.0	0.9664874	1.0	2.5
4	3	4	3	3	1	36	2	8	0	9.0	3.0	2.0	1.0	0.0	1.0	0.0	3.0	2.0	1.0	1.0	1.0	2.0	4.0	4.0	1.0	1.0	1.0	0.9664874	1.0	2.1666667
3	3	3	2	3	3	69	2	6	0	13.0	2.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	0.68068993	1.0	2.0
4	3	4	3	2	3	66	2	3	0	14.0	2.0	2.0	0.0	0.0	1.0	1.0	4.0	3.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	0.68068993	1.5	1.5
2	2	2	3	3	2	18	1	1	0	4.0	3.0	2.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	1.0	1.0	3.0	4.0	1.0	4.0	1.0	3.0	1.4648074	2.5	2.1666667
3	3	4	3	3	3	22	1	9	1	3.0	2.0	3.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	4.0	1.0	1.0	2.0	1.2213807	1.0	3.0
3	4	4	4	3	1	48	1	11	0	14.0	1.0	1.0	0.0	0.0	1.0	1.0		1.0	1.0	1.0	2.0	4.0	4.0	3.0	1.0	1.0	2.0	0.68068993	1.0	2.6666667
2	3	2	3	2	3	75	1	3	0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	5.0	2.0	2.0	3.0	1.0	1.0	2.0	1.0	2.0	4.0	1.0	0.68068993	3.0	1.5
3	3	3	3	3	1	37	2	17	0	16.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	2.0	2.0	3.0	3.0	4.0	4.0	4.0	3.0	2.0	3.0	0.68068993	2.5	3.5
4	2	3	3	1	1	22	2	12	0	11.0	2.0	2.0	0.0	0.0	1.0	0.0	3.0	2.0	1.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.9664874	1.0	2.3333333
3	3	4	3	2	1	47	2	5	1	18.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	2.0	4.0	4.0	2.0	3.0	2.0	4.0	1.8511235	2.5	3.1666667
4	3	4	4	3	1	28	1	3	1	11.0	2.0	2.0	0.0	0.0	0.0	1.0	4.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.3037325	2.0	1.0
